Num,Mark,Date,Year,Month,Run,Sector,Length,Weight,Age,Cohort,Sex,adc,Tag_loss,Adip,yob,yob_cor,Cohort_cor,Age_cor,Mark_cor
243,NA,9/15/10,2010,9,1,2,73,3.8,0,C10,NA,NA,NA,NA,2010,2010,C10,0,NA
244,NA,9/15/10,2010,9,1,2,90,6.6,0,C10,NA,NA,NA,NA,2010,2010,C10,0,NA
245,NA,9/15/10,2010,9,1,2,84,5.3,0,C10,NA,NA,NA,NA,2010,2010,C10,0,NA
246,NA,9/15/10,2010,9,1,2,71,3.1,0,C10,NA,NA,NA,NA,2010,2010,C10,0,NA
247,NA,9/15/10,2010,9,1,2,77,3.8,0,C10,NA,NA,NA,NA,2010,2010,C10,0,NA
250,NA,9/15/10,2010,9,1,2,93,6.7,0,C10,NA,NA,NA,NA,2010,2010,C10,0,NA
251,NA,9/15/10,2010,9,1,2,76,3.9,0,C10,NA,NA,NA,NA,2010,2010,C10,0,NA
252,NA,9/15/10,2010,9,1,2,84,4.9,0,C10,NA,NA,NA,NA,2010,2010,C10,0,NA
253,NA,9/15/10,2010,9,1,2,72,3.4,0,C10,NA,NA,NA,NA,2010,2010,C10,0,NA
274,NA,9/15/10,2010,9,2,2,80,4.7,0,C10,NA,NA,NA,NA,2010,2010,C10,0,NA
275,NA,9/15/10,2010,9,2,2,70,3.1,0,C10,NA,NA,NA,NA,2010,2010,C10,0,NA
276,NA,9/15/10,2010,9,2,2,85,5.5,0,C10,NA,NA,NA,NA,2010,2010,C10,0,NA
295,NA,9/15/11,2011,9,1,2,88,6.6,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
296,NA,9/15/11,2011,9,1,2,75,4,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
297,NA,9/15/11,2011,9,1,2,89,7,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
298,NA,9/15/11,2011,9,1,2,84,5.9,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
299,NA,9/15/11,2011,9,1,2,78,4.8,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
300,NA,9/15/11,2011,9,1,2,82,7.9,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
301,NA,9/15/11,2011,9,1,2,90,7.4,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
302,NA,9/15/11,2011,9,1,2,92,7.5,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
303,NA,9/15/11,2011,9,1,2,69,3.2,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
304,NA,9/15/11,2011,9,1,2,85,6.3,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
305,NA,9/15/11,2011,9,1,2,76,4.1,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
306,NA,9/15/11,2011,9,1,2,74,4,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
307,NA,9/15/11,2011,9,1,2,89,6.8,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
328,NA,9/15/11,2011,9,1,2,79,4.4,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
329,NA,9/15/11,2011,9,1,2,90,6.5,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
330,NA,9/15/11,2011,9,1,2,91,7.5,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
331,NA,9/15/11,2011,9,1,2,75,4,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
332,NA,9/15/11,2011,9,1,2,74,3.5,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
333,NA,9/15/11,2011,9,1,2,68,3.1,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
334,NA,9/15/11,2011,9,1,2,83,5.1,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
335,NA,9/15/11,2011,9,1,2,79,4.8,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
336,NA,9/15/11,2011,9,1,2,79,4.6,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
337,NA,9/15/11,2011,9,1,2,85,5.9,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
338,NA,9/15/11,2011,9,1,2,87,6.6,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
339,NA,9/15/11,2011,9,1,2,92,7.1,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
340,NA,9/15/11,2011,9,1,2,82,5.6,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
341,NA,9/15/11,2011,9,1,2,96,8.7,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
342,NA,9/15/11,2011,9,1,2,82,5.1,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
343,NA,9/15/11,2011,9,1,2,94,8.6,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
344,NA,9/15/11,2011,9,1,2,77,4.1,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
345,NA,9/15/11,2011,9,1,2,75,4,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
346,NA,9/15/11,2011,9,1,2,74,3.7,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
350,NA,9/15/11,2011,9,2,2,90,7,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
351,NA,9/15/11,2011,9,2,2,77,4.5,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
352,NA,9/15/11,2011,9,2,2,82,5.1,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
353,NA,9/15/11,2011,9,2,2,96,8.3,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
354,NA,9/15/11,2011,9,2,2,80,5.4,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
355,NA,9/15/11,2011,9,2,2,86,5.9,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
356,NA,9/15/11,2011,9,2,2,83,4.8,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
357,NA,9/15/11,2011,9,2,2,79,4.9,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
358,NA,9/15/11,2011,9,2,2,82,5.2,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
359,NA,9/15/11,2011,9,2,2,83,5.8,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
360,NA,9/15/11,2011,9,2,2,75,3.9,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
361,NA,9/15/11,2011,9,2,2,77,4.5,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
362,NA,9/15/11,2011,9,2,2,81,4.9,0,C11,NA,NA,NA,NA,2011,2011,C11,0,NA
